source_crop,crop_type,crop_status,hobli,taluk,village,lat,lon,year,season,survey_date,distance_km,spatial_status,temporal_status,tabular_matched,tabular_level,satellite_status,ndvi_available,evi_available,is_duplicate,valid_cropfusion_sample,rejection_reasons
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5793514,75.223099,2020,Kharif,2020-09-21,0.3057,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7483022,75.2871487,2020,Kharif,2020-08-29,0.0787,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7541927,75.2368324,2020,Kharif,2020-10-12,0.0788,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MUNDURU,12.7480772,75.2696709,2020,Kharif,2020-10-03,0.2568,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MUNDURU,12.7480745,75.2695611,2020,Kharif,2020-10-03,0.258,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7630283,75.2698383,2020,Kharif,2020-08-30,0.3762,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7634651,75.2691688,2020,Kharif,2020-08-30,0.3578,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7561246,75.2494364,2020,Kharif,2020-10-16,0.1005,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7513497,75.2381938,2020,Kharif,2020-10-12,0.1103,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MUNDURU,12.7236863,75.2583809,2020,Kharif,2020-10-04,0.1148,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MUNDURU,12.7236719,75.2584219,2020,Kharif,2020-10-04,0.1195,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7750533,75.26487,2020,Kharif,2020-10-13,0.2056,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6176131,75.2601104,2020,Kharif,2020-10-02,0.1424,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6175368,75.2601187,2020,Kharif,2020-10-02,0.1473,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7556492,75.2777234,2020,Kharif,2020-10-13,0.1675,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6306424,75.2683216,2020,Kharif,2020-09-22,0.2802,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6306492,75.2683023,2020,Kharif,2020-09-22,0.2819,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7502174,75.2893113,2020,Kharif,2020-08-31,0.1003,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.750212,75.2893157,2020,Kharif,2020-08-31,0.1009,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MUNDURU,12.7238311,75.264957,2020,Kharif,2020-10-05,0.4109,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7555074,75.280623,2020,Kharif,2020-09-01,0.1125,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7555867,75.2808706,2020,Kharif,2020-09-01,0.0886,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MUNDURU,12.7215151,75.2550094,2020,Kharif,2020-10-05,0.1491,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6156203,75.2643851,2020,Kharif,2020-08-29,0.1298,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7557025,75.2501017,2020,Kharif,2020-10-14,0.1174,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7556693,75.2501265,2020,Kharif,2020-10-14,0.1209,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.753995,75.2564198,2020,Kharif,2020-09-02,0.1163,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7539717,75.2564017,2020,Kharif,2020-09-02,0.1132,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7443074,75.2511888,2020,Kharif,2020-09-03,0.0971,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7443159,75.2513936,2020,Kharif,2020-09-03,0.0957,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6148487,75.2675785,2020,Kharif,2020-08-29,0.2654,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7495779,75.271054,2020,Kharif,2020-09-04,0.1259,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7514501,75.2798069,2020,Kharif,2020-09-04,0.0571,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5997884,75.238635,2020,Kharif,2020-08-30,0.157,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5997618,75.2387199,2020,Kharif,2020-08-30,0.1661,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7573038,75.2805653,2020,Kharif,2020-09-05,0.0476,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7573443,75.2805362,2020,Kharif,2020-09-05,0.046,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7484064,75.2934601,2020,Kharif,2020-09-06,0.1356,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.748404,75.293475,2020,Kharif,2020-09-06,0.1349,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7476286,75.2500782,2020,Kharif,2020-09-08,0.116,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7475604,75.2501028,2020,Kharif,2020-09-08,0.1172,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7562665,75.2805681,2020,Kharif,2020-09-11,0.083,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7641504,75.2689553,2020,Kharif,2020-09-17,0.3063,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7641993,75.2689217,2020,Kharif,2020-09-17,0.3027,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5776333,75.2334088,2020,Kharif,2020-10-03,0.134,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7518149,75.2406387,2020,Kharif,2020-09-23,0.2,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.577635,75.2334081,2020,Kharif,2020-10-03,0.134,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7551379,75.2779266,2020,Kharif,2020-09-15,0.1101,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MADNURU,12.6368602,75.2910005,2020,Kharif,2020-08-29,0.2556,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MADNURU,12.6371908,75.2905344,2020,Kharif,2020-08-29,0.2414,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6011954,75.2574227,2020,Kharif,2020-08-31,0.1049,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7566955,75.2436512,2020,Kharif,2020-10-05,0.1545,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7487577,75.2781361,2020,Kharif,2020-10-06,0.1621,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MUNDURU,12.7418677,75.2580441,2020,Kharif,2020-10-06,0.1097,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MUNDURU,12.7418848,75.258021,2020,Kharif,2020-10-06,0.11,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5823499,75.2368481,2020,Kharif,2020-09-23,0.1033,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5823504,75.2368264,2020,Kharif,2020-09-23,0.1016,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6239409,75.2823081,2020,Kharif,2020-10-15,0.0774,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6239204,75.2823212,2020,Kharif,2020-10-15,0.078,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6219342,75.2865931,2020,Kharif,2020-08-31,0.1345,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.74772,75.2427283,2020,Kharif,2020-09-22,0.2273,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7476877,75.2427389,2020,Kharif,2020-09-22,0.2272,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7578208,75.2443199,2020,Kharif,2020-09-21,0.1847,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.62125,75.284005,2020,Kharif,2020-09-01,0.1578,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.621255,75.284085,2020,Kharif,2020-09-01,0.1491,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6262499,75.270552,2020,Kharif,2020-10-14,0.0329,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5950816,75.2479,2020,Kharif,2020-09-02,0.1394,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5950785,75.2478993,2020,Kharif,2020-09-02,0.1399,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6107451,75.240621,2020,Kharif,2020-09-03,0.0204,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6114104,75.2405249,2020,Kharif,2020-09-03,0.082,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7606963,75.2487243,2020,Kharif,2020-09-24,0.2535,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7606489,75.2486732,2020,Kharif,2020-09-24,0.2558,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7498537,75.2755316,2020,Kharif,2020-09-25,0.1551,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6049051,75.2602878,2020,Kharif,2020-09-04,0.2305,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6240865,75.2803124,2020,Kharif,2020-09-05,0.226,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6240818,75.28031,2020,Kharif,2020-09-05,0.2257,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7545224,75.2527438,2020,Kharif,2020-09-25,0.1123,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7552422,75.2778816,2020,Kharif,2020-09-26,0.1215,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6158645,75.2725398,2020,Kharif,2020-09-24,0.0373,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.615827,75.272518,2020,Kharif,2020-09-24,0.0334,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6155167,75.2530017,2020,Kharif,2020-08-13,0.0588,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6251651,75.2712728,2020,Kharif,2020-09-06,0.1456,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6255549,75.256131,2020,Kharif,2020-09-06,0.1849,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6205333,75.2529417,2020,Kharif,2020-08-13,0.1427,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6179883,75.2700817,2020,Kharif,2020-08-14,0.2377,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6179083,75.2700817,2020,Kharif,2020-08-14,0.2431,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5901865,75.2438551,2020,Kharif,2020-09-07,0.0891,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5901581,75.2438906,2020,Kharif,2020-09-07,0.0937,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6209,75.2532667,2020,Kharif,2020-08-15,0.1684,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6207917,75.2533633,2020,Kharif,2020-08-15,0.18,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7687794,75.2387376,2020,Kharif,2020-09-26,0.2082,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6199436,75.2547636,2020,Kharif,2020-09-08,0.1901,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6199473,75.2547635,2020,Kharif,2020-09-08,0.1904,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7522021,75.2520252,2020,Kharif,2020-09-27,0.1418,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6234296,75.2957317,2020,Kharif,2020-09-09,0.1774,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MUNDURU,12.7318549,75.257624,2020,Kharif,2020-10-07,0.1399,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MUNDURU,12.7489308,75.2615856,2020,Kharif,2020-10-08,0.1853,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.622644,75.2952549,2020,Kharif,2020-09-09,0.2789,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MADNURU,12.6580983,75.2679067,2020,Kharif,2020-08-30,0.1637,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MADNURU,12.6581367,75.2679017,2020,Kharif,2020-08-30,0.1672,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.7643877,75.2685132,2020,Kharif,2020-09-27,0.3048,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5844133,75.244558,2020,Kharif,2020-09-10,0.1595,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.584409,75.2445628,2020,Kharif,2020-09-10,0.1594,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7551026,75.2500462,2020,Kharif,2020-09-29,0.1843,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.587998,75.250833,2020,Kharif,2020-09-25,0.0959,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.585763,75.2453691,2020,Kharif,2020-09-25,0.0532,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MUNDURU,12.7377726,75.2511089,2020,Kharif,2020-10-07,0.1715,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7550616,75.2778794,2020,Kharif,2020-09-30,0.1015,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.757662,75.2610362,2020,Kharif,2020-09-30,0.0926,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7618876,75.2332256,2020,Kharif,2020-10-01,0.1797,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,MUNDURU,12.7310085,75.2475741,2020,Kharif,2020-10-08,0.0846,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5965841,75.244147,2020,Kharif,2020-09-11,0.0118,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5994635,75.261031,2020,Kharif,2020-09-12,0.0418,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5985121,75.2614646,2020,Kharif,2020-09-12,0.1416,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5919487,75.2125913,2020,Kharif,2020-09-13,0.1416,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5836356,75.2250043,2020,Kharif,2020-10-09,0.1421,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5919481,75.2126108,2020,Kharif,2020-09-13,0.1436,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5869567,75.2242868,2020,Kharif,2020-10-09,0.1755,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,MUNDURU,12.7496462,75.2672554,2020,Kharif,2020-10-09,0.2883,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NARIMOGRU,12.76248,75.2786301,2020,Kharif,2020-10-06,0.1928,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5995974,75.2466072,2020,Kharif,2020-09-15,0.1665,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5995782,75.2465819,2020,Kharif,2020-09-15,0.1664,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.601508,75.2622985,2020,Kharif,2020-09-26,0.188,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6015479,75.2624468,2020,Kharif,2020-09-26,0.2047,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.598668,75.2518188,2020,Kharif,2020-09-16,0.2082,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NETTANIGE MUDNURU,12.6251948,75.2672754,2020,Kharif,2020-10-10,0.0512,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NETTANIGE MUDNURU,12.5783077,75.22041,2020,Kharif,2020-09-16,0.1367,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NARIMOGRU,12.7603174,75.2636128,2020,Kharif,2020-10-07,0.1209,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NIDPALLI,12.6364068,75.199915,2020,Kharif,2020-08-16,0.1152,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Pepper (Black),pepper,alias,PUTTURU,Puttur,NIDPALLI,12.6364217,75.1999138,2020,Kharif,2020-08-16,0.116,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
Coconut,coconut,exact,PUTTURU,Puttur,NIDPALLI,12.6367217,75.1991161,2020,Kharif,2020-10-06,0.0604,MATCHED,EXACT_SEASON,True,district_grid,FULL,True,True,False,True,[]
